Beruf,ocr,OhdAB_v,O_1,Normbezeichnungen,OhdAB,OhdAB_01,OhdAB_02,OhdAB_03,OhdAB_04,OhdAB_05,OhdAB_ind,Provenienz,V3,V4,V5
Patcntstistfbkt.,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstift- u. Metallwaren-fabnkant,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstiftarbeiter u. Musiker,,B 22331-501,B,,22331,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,22331,501,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstiftfabrikant,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstiftfabrikantcnwilwe,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstiftfabrikt.,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstiftfbkt.,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstiftfblt.,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstiftsbkt.,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstiftsbrkt,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstistarb.,,B 22331-501,B,,22331,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,22331,501,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patentstjftfbkt.,,B 22332-518,B,,22332,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen,Berufe in der Produktion von Fertigprodukten aus Holz und Holzwerkstoffen - fachlich ausgerichtete Tätigkeiten,518,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Paternostermachersrau,,B 93522-520,B,Paternoster/in,93522,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerkliche Metallgestaltung,"Berufe in der kunsthandwerklichen Schmuckwarenherstellung, Edelstein- und Edelmetallbearbeitung","Berufe in der kunsthandwerklichen Schmuckwarenherstellung, Edelstein- und Edelmetallbearbeitung - fachlich ausgerichtete",520,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Paternostermacherswitwe,,B 93522-520,B,Paternoster/in,93522,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerkliche Metallgestaltung,"Berufe in der kunsthandwerklichen Schmuckwarenherstellung, Edelstein- und Edelmetallbearbeitung","Berufe in der kunsthandwerklichen Schmuckwarenherstellung, Edelstein- und Edelmetallbearbeitung - fachlich ausgerichtete",520,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Patierswe.,1,,,,,,,,,,,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pau- und Möbelschreinerei un dSarggesch.,,B 33332-107,B,Bau- und Möbelschreiner/in,33332,"Bau, Architektur, Vermessung und Gebäudetechnik",Innen-Ausbauberufe,"Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau",Berufe in der Bautischlerei,Berufe in der Bautischlerei - fachlich ausgerichtete Tätigkeiten,107,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Paulographieanslaltbesitz.,1,,,,,,,,,,,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Paumwollsvinnerswitche,,B 28132-133,B,Baumwollspinner/in,28132,"Rohstoffgewinnung, Produktion und Fertigung",Textil- und Lederberufe,Textiltechnik und -produktion,Berufe in der Garn- und Seilherstellung,Berufe in der Garn- und Seilherstellung - fachlich ausgerichtete Tätigkeiten,133,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pbarmazcutcnwe.,,B 81804-104,B,Pharmazeut/in,81804,"Gesundheit, Soziales, Lehre und Erziehung",Medizinische Gesundheitsberufe,Pharmazie,"Apotheker/innen, Pharmazeuten/Pharmazeutinnen","Apotheker/innen, Pharmazeuten/Pharmazeutinnen - hoch komplexe Tätigkeiten",104,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pchgaz.,1,,,,,,,,,,,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pchselm.,1,,,,,,,,,,,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pciv.,,A 10300-521,A,Privatier/in,10300,"Beschäftigungslose, Schüler, Unbekannte","Beschäftigungslose, Pensionsempfänger und Invaliden",Renten- und Pensionsempfänger/innen,Renten- und Pensionsempfänger/in,Rentenempfänger/in - allgemein,521,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pcivatiäre,,A 10300-521,A,Privatier/in,10300,"Beschäftigungslose, Schüler, Unbekannte","Beschäftigungslose, Pensionsempfänger und Invaliden",Renten- und Pensionsempfänger/innen,Renten- und Pensionsempfänger/in,Rentenempfänger/in - allgemein,521,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pcivatwe.,,A 10300-521,A,Privatier/in,10300,"Beschäftigungslose, Schüler, Unbekannte","Beschäftigungslose, Pensionsempfänger und Invaliden",Renten- und Pensionsempfänger/innen,Renten- und Pensionsempfänger/in,Rentenempfänger/in - allgemein,521,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pdotographenwe.,,B 23322-110,B,Fotograf/in,23322,"Rohstoffgewinnung, Produktion und Fertigung","Papier- und Druckberufe, technische Mediengestaltung",Fototechnik und Fotografie,Berufe in der Fotografie,Berufe in der Fotografie - fachlich ausgerichtete Tätigkeiten,110,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
PeÂ»sament.,,B 28122-220,B,Posamentierer/in,28122,"Rohstoffgewinnung, Produktion und Fertigung",Textil- und Lederberufe,Textiltechnik und -produktion,Berufe in der Textilherstellung,Berufe in der Textilherstellung - fachlich ausgerichtete Tätigkeiten,220,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pechfabrikant,,B 32222-511,B,Pechfabrikant/in,32222,"Bau, Architektur, Vermessung und Gebäudetechnik",Hoch- und Tiefbauberufe,Tiefbau,Berufe im Straßen- und Asphaltbau,Berufe im Straßen- und Asphaltbau - fachlich ausgerichtete Tätigkeiten,511,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pechsieder,,B 32222-513,B,,32222,"Bau, Architektur, Vermessung und Gebäudetechnik",Hoch- und Tiefbauberufe,Tiefbau,Berufe im Straßen- und Asphaltbau,Berufe im Straßen- und Asphaltbau - fachlich ausgerichtete Tätigkeiten,513,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pedell,,B 34102-119,B,Pedell,34102,"Bau, Architektur, Vermessung und Gebäudetechnik",Gebäude- und versorgungstechnische Berufe,Gebäudetechnik,Berufe in der Gebäudetechnik ohne Spezialisierung,Berufe in der Gebäudetechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,119,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pedell a. D.,,B 34102-119,B,Pedell,34102,"Bau, Architektur, Vermessung und Gebäudetechnik",Gebäude- und versorgungstechnische Berufe,Gebäudetechnik,Berufe in der Gebäudetechnik ohne Spezialisierung,Berufe in der Gebäudetechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,119,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pedellswe,,B 34102-119,B,Pedell,34102,"Bau, Architektur, Vermessung und Gebäudetechnik",Gebäude- und versorgungstechnische Berufe,Gebäudetechnik,Berufe in der Gebäudetechnik ohne Spezialisierung,Berufe in der Gebäudetechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,119,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pedellswe.,,B 34102-119,B,Pedell,34102,"Bau, Architektur, Vermessung und Gebäudetechnik",Gebäude- und versorgungstechnische Berufe,Gebäudetechnik,Berufe in der Gebäudetechnik ohne Spezialisierung,Berufe in der Gebäudetechnik (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,119,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Peilschenfabr.,,B 28322-519,B,Peitschenfabrikant/in,28322,"Rohstoffgewinnung, Produktion und Fertigung",Textil- und Lederberufe,"Leder-, Pelzherstellung und -verarbeitung",Berufe in der Sattlerei und Herstellung von Lederutensilien,Berufe in der Sattlerei und Herstellung von Lederutensilien - fachlich ausgerichtete Tätigkeiten,519,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Peilschenm.,,B 28322-178,B,Peitschenmacher/in,28322,"Rohstoffgewinnung, Produktion und Fertigung",Textil- und Lederberufe,"Leder-, Pelzherstellung und -verarbeitung",Berufe in der Sattlerei und Herstellung von Lederutensilien,Berufe in der Sattlerei und Herstellung von Lederutensilien - fachlich ausgerichtete Tätigkeiten,178,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Peitschenfabrik.,,B 28322-519,B,Peitschenfabrikant/in,28322,"Rohstoffgewinnung, Produktion und Fertigung",Textil- und Lederberufe,"Leder-, Pelzherstellung und -verarbeitung",Berufe in der Sattlerei und Herstellung von Lederutensilien,Berufe in der Sattlerei und Herstellung von Lederutensilien - fachlich ausgerichtete Tätigkeiten,519,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Peitschenfabrikant,,B 28322-519,B,Peitschenfabrikant/in,28322,"Rohstoffgewinnung, Produktion und Fertigung",Textil- und Lederberufe,"Leder-, Pelzherstellung und -verarbeitung",Berufe in der Sattlerei und Herstellung von Lederutensilien,Berufe in der Sattlerei und Herstellung von Lederutensilien - fachlich ausgerichtete Tätigkeiten,519,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Peitschenmacher,,B 28322-178,B,Peitschenmacher/in,28322,"Rohstoffgewinnung, Produktion und Fertigung",Textil- und Lederberufe,"Leder-, Pelzherstellung und -verarbeitung",Berufe in der Sattlerei und Herstellung von Lederutensilien,Berufe in der Sattlerei und Herstellung von Lederutensilien - fachlich ausgerichtete Tätigkeiten,178,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Peitschenmacherswe.,,B 28322-178,B,Peitschenmacher/in,28322,"Rohstoffgewinnung, Produktion und Fertigung",Textil- und Lederberufe,"Leder-, Pelzherstellung und -verarbeitung",Berufe in der Sattlerei und Herstellung von Lederutensilien,Berufe in der Sattlerei und Herstellung von Lederutensilien - fachlich ausgerichtete Tätigkeiten,178,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens Reallehrer,,B 84124-159,B,Realschullehrer/in,84124,"Gesundheit, Soziales, Lehre und Erziehung",Lehrende und ausbildende Berufe,Lehrtätigkeit an allgemeinbildenden Schulen,Lehrkräfte in der Sekundarstufe,Lehrkräfte in der Sekundarstufe - hoch komplexe Tätigkeiten,159,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens Wechselwärter,,B 51522-522,B,Wechselwärter/in - Bahn,51522,"Verkehr, Logistik, Schutz und Sicherheit",Verkehrs- und Logistikberufe außer Fahrzeugführung,Überwachung und Steuerung des Verkehrsbetriebs,Berufe in der Überwachung und Steuerung des Eisenbahnverkehrsbetriebs,Berufe in der Überwachung und Steuerung des Eisenbahnverkehrsbetriebs - fachlich ausgerichtete Tätigkeiten,522,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens- Lokomotivführer,,B 52202-101,B,Lokomotivführer/in,52202,"Verkehr, Logistik, Schutz und Sicherheit",Führer/innen von Fahrzeug- und Transportgeräten,Fahrzeugführung im Eisenbahnverkehr,Triebfahrzeugführer/innen im Eisenbahnverkehr ohne Spezialisierung,Triebfahrzeugführer/innen im Eisenbahnverkehr (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,101,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens.,,A 10300-513,A,Pensionär/in,10300,"Beschäftigungslose, Schüler, Unbekannte","Beschäftigungslose, Pensionsempfänger und Invaliden",Renten- und Pensionsempfänger/innen,Renten- und Pensionsempfänger/in,Rentenempfänger/in - allgemein,513,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens. Amtsbole,,B 51321-111,B,Amtsbote/-botin,51321,"Verkehr, Logistik, Schutz und Sicherheit",Verkehrs- und Logistikberufe außer Fahrzeugführung,"Lagerwirtschaft, Post und Zustellung, Güterumschlag",Berufe für Post- und Zustelldienste,Berufe für Post- und Zustelldienste - Helfer-/Anlerntätigkeiten,111,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens. Amtsbotc,,B 51321-111,B,Amtsbote/-botin,51321,"Verkehr, Logistik, Schutz und Sicherheit",Verkehrs- und Logistikberufe außer Fahrzeugführung,"Lagerwirtschaft, Post und Zustellung, Güterumschlag",Berufe für Post- und Zustelldienste,Berufe für Post- und Zustelldienste - Helfer-/Anlerntätigkeiten,111,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pens. Amtsbote,,B 51321-111,B,Amtsbote/-botin,51321,"Verkehr, Logistik, Schutz und Sicherheit",Verkehrs- und Logistikberufe außer Fahrzeugführung,"Lagerwirtschaft, Post und Zustellung, Güterumschlag",Berufe für Post- und Zustelldienste,Berufe für Post- und Zustelldienste - Helfer-/Anlerntätigkeiten,111,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens. Amtsbvte,,B 51321-111,B,Amtsbote/-botin,51321,"Verkehr, Logistik, Schutz und Sicherheit",Verkehrs- und Logistikberufe außer Fahrzeugführung,"Lagerwirtschaft, Post und Zustellung, Güterumschlag",Berufe für Post- und Zustelldienste,Berufe für Post- und Zustelldienste - Helfer-/Anlerntätigkeiten,111,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens. Amtsgerichtssekret.,,B 73203-510,B,Gerichtssekretär/in,73203,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",Berufe in Recht und Verwaltung,Verwaltung,Berufe in der öffentlichen Verwaltung ohne Spezialisierung,Berufe in der öffentlichen Verwaltung (ohne Spezialisierung) - komplexe Spezialistentätigkeiten,510,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens. Aufseher,,B 53112-131,B,Aufseher/in,53112,"Verkehr, Logistik, Schutz und Sicherheit","Schutz-, Sicherheits- und Überwachungsberufe","Objekt-, Personen-, Brandschutz, Arbeitssicherheit","Berufe im Objekt-, Werte- und Personenschutz","Berufe im Objekt-, Werte- und Personenschutz - fachlich ausgerichtete Tätigkeiten",131,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens. Bahnarb.,,B 51311-117,B,Bahnarbeiter/in,51311,"Verkehr, Logistik, Schutz und Sicherheit",Verkehrs- und Logistikberufe außer Fahrzeugführung,"Lagerwirtschaft, Post und Zustellung, Güterumschlag",Berufe in der Lagerwirtschaft,Berufe in der Lagerwirtschaft - Helfer-/Anlerntätigkeiten,117,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pens. Bahnassistent,,B 51522-504,B,"Eisenbahnsassistent/in, Bahnassistent/in",51522,"Verkehr, Logistik, Schutz und Sicherheit",Verkehrs- und Logistikberufe außer Fahrzeugführung,Überwachung und Steuerung des Verkehrsbetriebs,Berufe in der Überwachung und Steuerung des Eisenbahnverkehrsbetriebs,Berufe in der Überwachung und Steuerung des Eisenbahnverkehrsbetriebs - fachlich ausgerichtete Tätigkeiten,504,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens. Bahnmeister,,B 32293-502,B,Bahnmeister/in,32293,"Bau, Architektur, Vermessung und Gebäudetechnik",Hoch- und Tiefbauberufe,Tiefbau,Aufsichtskräfte - Tiefbau,Aufsichtskräfte - Tiefbau,502,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pens. Bahnw.,,B 51522-107,B,"Bahnwart/in, Bahnwärter/in",51522,"Verkehr, Logistik, Schutz und Sicherheit",Verkehrs- und Logistikberufe außer Fahrzeugführung,Überwachung und Steuerung des Verkehrsbetriebs,Berufe in der Überwachung und Steuerung des Eisenbahnverkehrsbetriebs,Berufe in der Überwachung und Steuerung des Eisenbahnverkehrsbetriebs - fachlich ausgerichtete Tätigkeiten,107,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
pens. Bankdiener,,B 72111-513,B,,72111,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung","Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",Versicherungs- und Finanzdienstleistungen,Bankkaufleute,72111,513,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Pens. Bankdiener,,B 72111-513,B,,72111,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung","Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",Versicherungs- und Finanzdienstleistungen,Bankkaufleute,72111,513,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
